Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
4月 11 2021 18:10:43,10,12,40,50,1.25,0.911,0.963,0.97,5,1,0.0894,0.0367,0.0296,0.0598,0.0071,戴德金分割 (Dedekind Cut)  1.We say that (A_B) is a Dedekind cut (of R) if (1). (2). (3).[.] We usually call A (resp. B) the lower 左集 (resp. upper 右集) part of (A_B). 2.Dedeking .
4月 25 2021 12:18:51,13,25,79,42,0.53,0.713,0.919,0.926,5,1,0.2866,0.0812,0.0745,0.2121,0.0766,Theorem 确界定理  R上的非空集合有上界则必有最小上界，称为上确界。 证明： 令集合S为R上的非空集合。  B为S所有上界的集合，A为B的补集合，则（A_B）是R上的[.]，分情况讨论即可。
Apr 26 2021 13:40:14,15,27,81,46,0.56,0.454,0.89,0.928,5,1,0.5462,0.1104,0.0721,0.4742,0.2932,Theorem: 单调有界数列必有极限  证明：有界必有上确界 => 证明[.]，利用极限定义即可。
Apr 27 2021 10:49:46,18,28,84,50,0.6,0.441,0.885,0.936,5,1,0.5593,0.1152,0.0643,0.495,0.3087,闭区间套设有无穷多个闭区间，满足以下两个条件： (1)[an+1，bn+1]?[an，bn]（即后一个闭区间都在前一个闭区间之内） (2)（即只要n充分大，闭区间的长度与0就可以接近到预先给定的程度） 将这一无穷多个闭区间所构成的集合称为一个闭区间套。     定理：若是一个闭区间套，则存在[.]属于所有区间的交集。
5月 05 2021 21:32:34,7,33,114,35,0.3,0.886,0.919,0.926,5,1,0.1137,0.0812,0.0745,0.0393,0.0074,部分分式分解：  (1).有指数的因式，如: (2).不可约二次式，如:  (3).带指数的不可约二次式，如 : [.]
May 08 2021 11:20:57,26,21,72,58,0.8,0.766,0.935,0.978,5,1,0.2342,0.0645,0.0217,0.2126,0.0544,一般线性方程组的增广矩阵是怎样的？
May 09 2021 11:03:12,21,22,46,57,1.24,0.765,0.932,0.979,3,1,0.2355,0.0675,0.0212,0.2143,0.055,如果有一个m x n矩阵，并且m=n，该矩阵又叫做？
May 09 2021 11:03:27,11,39,127,52,0.41,0.78,0.899,0.95,5,1,0.22,0.1014,0.05,0.1701,0.0459,戴德金分割 (Dedekind Cut)  1.We say that (A_B) is a Dedekind cut (of R) if (1). (2). (3). We usually call A (resp. B) the lower 左集 (resp. upper 右集) part of (A_B). 2.Dedeking .
May 10 2021 12:05:41,6,41,127,61,0.48,0.703,0.884,0.943,5,1,0.2971,0.1156,0.0566,0.2405,0.085,部分分式分解：  (1).有指数的因式，如:[.] (2).不可约二次式，如:  (3).带指数的不可约二次式，如 :
May 11 2021 11:00:07,60,22,76,62,0.82,0.772,0.934,0.98,5,1,0.228,0.0664,0.0198,0.2082,0.0516,对二元一次方程组，用行列式表示他的两个解。. (a11x1 + a12x2 = b1_. a21x1 + a22x2 = b2)
May 11 2021 11:00:11,39,23,79,66,0.84,0.77,0.93,0.98,5,1,0.2301,0.0704,0.0198,0.2104,0.0526,如果A属于X，而f : X -> Y是某个函数，则代表什么意思？. ( f|A )
5月 12 2021 10:53:12,49,24,83,95,1.15,0.768,0.927,0.981,5,1,0.2325,0.0732,0.0195,0.213,0.0537,假设x R y是一个关系，什么情况下R是一个函数？
May 14 2021 09:29:09,24,27,93,72,0.77,0.749,0.918,0.98,5,1,0.2511,0.0821,0.0204,0.2307,0.0627,是一个(行/列)矩阵？. (a1j_a2j_.amj)
May 15 2021 10:08:07,121,1,3,35,11.53,0.99,0.997,0.995,5,1,0.0104,0.0031,0.0046,0.0057,0.0001,赋距空间的定义：  d 是距离函数，满足： (1). [.] (2). (3).三角不等式：
May 16 2021 19:11:52,139,2,5,32,6.4,0.98,0.994,0.995,5,1,0.0202,0.0063,0.0052,0.0149,0.0004,Bolzano-Weierstrass 数列致密性定理 简述：[.]证明：利用闭区间套定理
May 16 2021 19:11:55,140,2,5,57,11.4,0.98,0.994,0.995,5,1,0.0197,0.0063,0.0052,0.0145,0.0004,Bolzano-Weierstrass 数列致密性定理  简述：有界数列必有收敛子数列 证明：[.]
May 16 2021 19:12:12,33,29,100,72,0.72,0.754,0.911,0.981,5,1,0.246,0.0887,0.0186,0.2274,0.0602,简述一般线性方程组的II型初等变换？
May 16 2021 19:12:20,122,2,5,39,7.71,0.981,0.993,0.995,5,1,0.0189,0.0075,0.0054,0.0135,0.0003,赋距空间的定义：  d 是距离函数，满足： (1).  (2).[.] (3).三角不等式：
May 16 2021 19:13:07,55,27,93,79,0.85,0.777,0.918,0.983,5,1,0.2235,0.0823,0.0165,0.207,0.0497,简述矩阵a_ij是下三角矩阵的定义
May 16 2021 19:13:18,31,29,100,71,0.71,0.766,0.911,0.983,5,1,0.2343,0.0891,0.017,0.2173,0.0546,什么是一个不定的方程组？
May 17 2021 11:56:16,123,3,8,41,5.07,0.973,0.99,0.994,5,1,0.0268,0.0097,0.0056,0.0212,0.0007,赋距空间的定义：  d 是距离函数，满足： (1).  (2). (3).三角不等式：[.]
May 17 2021 11:56:22,43,29,100,81,0.81,0.772,0.912,0.984,5,1,0.2278,0.0881,0.016,0.2118,0.0516,笛卡尔积又被称为是？
May 18 2021 11:43:43,59,29,100,126,1.26,0.775,0.913,0.985,5,1,0.2249,0.0872,0.0155,0.2094,0.0503,高斯算法进行方程组求解的复杂度大约是？（用大O符号)
May 18 2021 11:43:56,23,31,107,87,0.81,0.764,0.906,0.984,5,1,0.2355,0.094,0.0159,0.2196,0.0552,矩阵中的代表什么意思？. (a_i_j)
May 18 2021 11:44:02,29,31,107,97,0.91,0.767,0.906,0.984,5,1,0.2328,0.094,0.0156,0.2173,0.054,什么是一个相容的方程组？
May 18 2021 11:44:13,47,30,10,1,0.1,0.776,0.909,0.985,1,0,0.7762,0.9091,0.9851,-0.2089,-0.368,全序关系在偏序关系的基础上增加了什么要求？
May 19 2021 12:22:37,51,30,103,83,0.8,0.779,0.892,0.983,5,1,0.2214,0.1079,0.0168,0.2046,0.0488,阶梯型方程组何时是不相容的？. （normal Rt equations)
May 19 2021 12:23:22,47,1,8,3,0.43,0.989,0.897,0.897,2,0,0.9892,0.8974,0.8974,0.0917,0.173,全序关系在偏序关系的基础上增加了什么要求？
May 19 2021 12:23:27,40,31,107,105,0.98,0.756,0.906,0.985,5,1,0.2442,0.094,0.0149,0.2293,0.0594,f : X -> Y 相对于函数 g = f|A : A -> Y 叫做什么？
May 20 2021 07:38:34,92,21,72,115,1.59,0.829,0.937,0.989,5,1,0.1708,0.0634,0.0113,0.1595,0.029,用cos表示sec x
May 20 2021 07:38:58,27,33,114,109,0.96,0.748,0.901,0.985,5,1,0.2523,0.0992,0.0148,0.2374,0.0634,如果x1_x2_._xn是一般线性方程组的一个解，那么xi称为为该解的什么？
May 20 2021 07:39:20,14,50,156,97,0.62,0.503,0.848,0.926,5,1,0.4966,0.1521,0.0737,0.4229,0.2412,Theorem 确界定理  R上的非空集合有上界则必有最小上界，称为上确界。 证明： 令集合S为R上的非空集合。  B为S[.]的集合，A为B的补集合，则（A_B）是R上的戴德金分割，分情况讨论即可。
5月 21 2021 14:15:43,156,1,3,19,6.28,0.991,0.997,0.995,5,1,0.0087,0.0025,0.0047,0.0039,0.0001,证明：任意一个紧集合K的无限子集S存在极限点（2）。 1.反证法，没有极限点即对任意点p，存在一个开集合V使得只有点p自己。  2.因为K是紧集合，[.]，所以推出S是有限子集，矛盾。
5月 21 2021 14:18:12,45,33,114,92,0.81,0.753,0.9,0.986,5,1,0.2474,0.0999,0.0144,0.233,0.061,请说出偏序关系的三条性质。
5月 21 2021 14:19:32,53,32,110,119,1.08,0.761,0.904,0.986,5,1,0.2387,0.0962,0.0137,0.225,0.0568,说明当n>m的时候，相容的一般线性方程组一定是不定的。
5月 21 2021 14:20:03,41,33,114,127,1.12,0.757,0.9,0.986,5,1,0.243,0.1,0.0139,0.2292,0.0589,简述泛函的定义
5月 22 2021 14:19:01,16,41,141,61,0.43,0.932,0.904,0.952,5,1,0.0682,0.0965,0.0477,0.0205,0.0024,Theorem: 单调有界数列必有极限  证明：有界必有上确界 => 证明上确界是极限，利用[.]即可。
5月 22 2021 14:22:18,70,23,79,93,1.18,0.825,0.929,0.989,5,1,0.1748,0.0705,0.011,0.1639,0.0304,简述 余弦的三倍角公式： cos3A = ?
5月 22 2021 14:23:24,155,2,5,56,11.21,0.984,0.994,0.995,5,1,0.0164,0.0057,0.0051,0.0114,0.0002,证明：任意一个紧集合K的无限子集S存在极限点（2）。 1.反证法，没有极限点即对任意点p，存在一个开集合V[.]。  2.因为K是紧集合，有限个V既可以覆盖K，所以推出S是有限子集，矛盾。
5月 22 2021 14:23:48,137,2,5,39,7.74,0.984,0.994,0.995,5,1,0.0163,0.0057,0.0051,0.0112,0.0002,证明：利用Heine-Borel定义证明Bolzano-Weierstrass定理。 根据Heine-Borel，可以得到实数上紧集合等价于有界闭集合。 有界数列可以视作紧集合的无穷子集，根据[.]，可以构造子数列。
5月 22 2021 14:24:03,32,35,121,130,1.07,0.752,0.895,0.987,5,1,0.2478,0.1054,0.0135,0.2343,0.0612,简述一般线性方程组的I型初等变换？
5月 22 2021 14:24:08,47,3,5,5,0.93,0.968,0.723,0.739,5,1,0.0322,0.2774,0.2608,-0.2286,-0.067,全序关系在偏序关系的基础上增加了什么要求？
5月 22 2021 14:24:14,20,35,121,161,1.33,0.771,0.894,0.987,5,1,0.229,0.1058,0.0133,0.2157,0.0523,n次一般方程在什么情况下没有根式解？
5月 22 2021 14:24:39,52,33,12,1,0.08,0.784,0.901,0.987,2,0,0.7838,0.9009,0.9874,-0.2037,-0.3607,阶梯型方程组何时是确定的？ （
May 23 2021 12:55:28,74,24,83,91,1.1,0.839,0.905,0.988,5,1,0.1615,0.0945,0.0122,0.1493,0.0259,简述正弦的半角公式： sin(1/2A) = ?
May 23 2021 12:59:01,38,35,121,116,0.95,0.775,0.877,0.986,5,1,0.2253,0.1233,0.0143,0.211,0.0506,圆柱体可以看成哪两个集合的笛卡尔积？
May 23 2021 12:59:06,44,35,121,134,1.11,0.776,0.894,0.987,5,1,0.2242,0.1055,0.0127,0.2115,0.0501,集合的原象必须是对有逆的映射才有定义吗？
May 23 2021 12:59:19,52,1,2,3,1.49,0.991,0.906,0.938,5,1,0.0091,0.0944,0.0619,-0.0528,-0.0037,阶梯型方程组何时是确定的？ （
May 23 2021 13:14:08,42,35,121,94,0.77,0.769,0.894,0.987,5,1,0.2309,0.1056,0.0126,0.2183,0.0531,简述算子的定义
May 24 2021 11:47:08,46,36,124,104,0.84,0.765,0.892,0.987,5,1,0.2354,0.1082,0.0126,0.2228,0.0553,一个全序关系是偏序关系吗？
May 24 2021 11:47:13,22,37,128,121,0.95,0.76,0.889,0.987,5,1,0.2399,0.1112,0.0127,0.2272,0.0574,线性方程组的齐次方程组为？. (a11x1 + a12x2 + . + a1nxn =b1_ . normal linear equations)
May 25 2021 12:33:25,76,26,90,85,0.95,0.826,0.921,0.99,5,1,0.1744,0.0791,0.0102,0.1642,0.0303,简述正弦的降次公式 : sin^2(A) = ?
May 25 2021 12:33:29,36,37,128,131,1.02,0.762,0.888,0.988,5,1,0.2377,0.1116,0.0124,0.2253,0.0563,平面可以看成是哪两个集合的笛卡尔积？
5月 26 2021 14:04:41,93,27,93,132,1.42,0.821,0.918,0.99,5,1,0.1788,0.0819,0.0102,0.1686,0.0319,将下列式子化到最简形式： = ？
5月 26 2021 14:04:49,71,27,93,134,1.44,0.822,0.918,0.99,5,1,0.178,0.0823,0.0102,0.1678,0.0316,简述 正弦的二倍角公式： sin 2A = ?
5月 26 2021 14:05:07,69,27,93,141,1.51,0.823,0.918,0.99,5,1,0.1772,0.0823,0.0101,0.1672,0.0313,简述 正弦的三倍角公式 ： sin 3A = ?
5月 26 2021 14:05:39,52,3,8,4,0.53,0.89,0.879,0.879,5,1,0.1105,0.121,0.121,-0.0106,-0.0024,阶梯型方程组何时是确定的？ （
5月 26 2021 14:05:44,89,27,93,128,1.38,0.824,0.918,0.99,5,1,0.1765,0.082,0.0099,0.1665,0.031,简述 诱导公式：sin(π+a) = ？
5月 26 2021 14:06:11,57,37,128,150,1.17,0.767,0.889,0.988,5,1,0.2327,0.1105,0.0117,0.221,0.054,简述一般线性方程组当m=n的情况下相容且确定当且仅当对应的齐次方程组只有（0）解的证明。
5月 27 2021 13:08:52,72,28,97,125,1.29,0.819,0.915,0.99,5,1,0.1809,0.0851,0.01,0.1709,0.0326,简述：余弦的二倍角公式 : cos2A = ? (用cos^2表示）
5月 27 2021 13:08:55,47,5,14,9,0.63,0.929,0.912,0.912,5,1,0.0706,0.0878,0.0878,-0.0173,-0.0027,全序关系在偏序关系的基础上增加了什么要求？
May 28 2021 10:00:23,94,28,97,119,1.22,0.82,0.915,0.99,5,1,0.1802,0.0854,0.0099,0.1703,0.0324,简述 辅助角公式： a sin(x) + b cos(x) = ?
May 28 2021 10:00:31,66,29,100,159,1.59,0.815,0.912,0.99,5,1,0.1853,0.0876,0.0099,0.1753,0.0342,简述 余弦的两角和公司： cos(A+B) = ?
May 28 2021 10:01:02,77,29,12,1,0.08,0.815,0.912,0.99,2,0,0.8154,0.9125,0.9901,-0.1748,-0.3155,简述余弦的降次公式：cos^2(A) = ?
May 29 2021 11:51:04,87,30,103,143,1.38,0.81,0.91,0.99,5,1,0.1896,0.0905,0.01,0.1796,0.0359,简述 诱导公式：sin(2π-a)= ?
May 29 2021 11:51:20,77,1,2,2,1,0.991,0.893,0.722,5,1,0.0087,0.1072,0.2777,-0.269,-0.0771,简述余弦的降次公式：cos^2(A) = ?
May 29 2021 11:51:24,56,40,138,148,1.07,0.75,0.881,0.988,5,1,0.2503,0.1187,0.0116,0.2387,0.0625,一般线性方程组当m=n的情况下相容且确定当且仅当对应的齐次方程组什么情况？
May 30 2021 20:05:26,112,26,90,165,1.83,0.83,0.92,0.991,5,1,0.1701,0.0802,0.0093,0.1609,0.0289,判断：绝对收敛不影响级数重排后的收敛性和收敛到的值。
May 30 2021 20:05:34,73,31,107,139,1.3,0.801,0.905,0.99,5,1,0.1987,0.0946,0.01,0.1886,0.0394,简述：余弦的二倍角公式 : cos2A = ? (用sin^2表示）
May 31 2021 10:29:28,116,27,93,127,1.37,0.825,0.918,0.991,5,1,0.1748,0.082,0.0092,0.1656,0.0305,级数的正数项和收敛，负数项和收敛意味着该级数（相对/绝对）收敛？
May 31 2021 10:29:42,52,5,16,7,0.44,0.959,0.924,0.924,5,1,0.0409,0.0761,0.0761,-0.0352,-0.0041,阶梯型方程组何时是确定的？ （
May 31 2021 10:30:09,77,2,5,11,2.21,0.925,0.927,0.927,5,1,0.0751,0.0731,0.0731,0.0019,0.0003,简述余弦的降次公式：cos^2(A) = ?
May 31 2021 10:35:14,83,32,12,1,0.08,0.797,0.904,0.99,2,0,0.797,0.9039,0.9901,-0.193,-0.3449,简述 积化和差公式： cosAcosB = ?
May 31 2021 10:35:34,10,50,180,65,0.36,0.922,0.916,0.963,5,1,0.0781,0.0839,0.0375,0.0406,0.0047,戴德金分割 (Dedekind Cut)  1.We say that (A_B) is a Dedekind cut (of R) if (1). (2). (3).[.] We usually call A (resp. B) the lower 左集 (resp. upper 右集) part of (A_B). 2.Dedeking .
6月 01 2021 11:31:05,180,1,3,20,6.57,0.993,0.998,0.995,5,1,0.007,0.0024,0.0049,0.0022,0.0000,可数集 定理2 (a) 可数集的任意子集必为有限的或可数的。 (b) 任何无限集合都有一个可数子集。 (c) 有限或可数集族的有限或可数的并集为[.]。
6月 01 2021 11:31:28,58,33,114,103,0.91,0.793,0.898,0.99,5,1,0.2072,0.1016,0.0102,0.1971,0.0428,对下列式子做部分分式分解：. (x^2+15/(x+3)^2(x^2+3))
6月 01 2021 11:32:36,84,33,114,120,1.05,0.793,0.901,0.99,5,1,0.2066,0.0991,0.01,0.1966,0.0426,简述 积化和差公式： sinAsinB = ?
6月 01 2021 11:32:46,109,28,97,163,1.68,0.822,0.915,0.991,5,1,0.1777,0.0851,0.0092,0.1686,0.0315,设交错级数 满足  ，简述判断该交错级数是否收敛的莱布尼茨判别法。. （\sum_{n}{a_n}). （{a_n} = (-1)^{n-1}b_n）
6月 01 2021 11:33:45,110,28,97,140,1.44,0.823,0.915,0.991,5,1,0.1772,0.0851,0.0091,0.1681,0.0313,判断：级数可以直接进行加减操作。
6月 01 2021 11:34:07,81,33,114,179,1.57,0.795,0.901,0.99,5,1,0.2047,0.0992,0.0097,0.195,0.0418,简述和差化积公式： cos(A) - cos(B) = ?
6月 01 2021 11:34:46,86,33,114,206,1.8,0.796,0.901,0.99,5,1,0.2042,0.0991,0.0097,0.1945,0.0416,简述 诱导公式：cos(π-a) = ？
6月 01 2021 11:35:01,83,1,2,3,1.28,0.991,0.896,0.78,5,1,0.0086,0.1039,0.2195,-0.2109,-0.0481,简述 积化和差公式： cosAcosB = ?
Jun 02 2021 11:10:35,30,46,159,140,0.88,0.722,0.864,0.989,5,1,0.2781,0.1363,0.0114,0.2667,0.0772,什么是一个确定的方程组？
Jun 02 2021 11:10:40,179,2,5,35,6.95,0.986,0.995,0.995,5,1,0.014,0.0054,0.005,0.009,0.0002,可数集 定理2 (a) 可数集的任意子集必为有限的或可数的。 (b) 任何无限集合都有一个[.]子集。 (c) 有限或可数集族的有限或可数的并集为有限的或者可数的。
Jun 02 2021 11:10:49,108,29,100,139,1.39,0.815,0.912,0.991,5,1,0.1846,0.0884,0.009,0.1756,0.034,一个级数，当每一项都是非负数时，如果其收敛，收敛到什么？
Jun 02 2021 11:10:56,115,29,100,185,1.85,0.816,0.912,0.991,5,1,0.1841,0.0879,0.0089,0.1752,0.0338,级数的每一项收敛到0是级数收敛的什么条件？
Jun 02 2021 11:11:03,91,34,117,149,1.27,0.788,0.898,0.991,5,1,0.2116,0.1019,0.0095,0.2021,0.0447,用sin表示csc x
Jun 02 2021 11:18:51,65,34,117,147,1.25,0.789,0.898,0.991,5,1,0.211,0.1022,0.0094,0.2016,0.0445,简述 正弦的两角差公式： sin(A-B) = ?
Jun 03 2021 14:36:28,82,35,121,192,1.59,0.784,0.895,0.99,5,1,0.2159,0.1053,0.0095,0.2064,0.0465,简述 积化和差公式： sinAcosB = ?
Jun 03 2021 14:36:36,62,44,152,184,1.21,0.737,0.869,0.989,5,1,0.2628,0.1306,0.0106,0.2522,0.069,证明根号2是无理数
Jun 03 2021 14:36:45,25,47,162,129,0.8,0.723,0.861,0.989,5,1,0.2773,0.1394,0.0109,0.2664,0.0768,n阶方阵的主对角线是？
Jun 04 2021 14:43:59,83,3,8,3,0.4,0.89,0.886,0.886,5,1,0.1105,0.1136,0.1136,-0.0031,-0.0007,简述 积化和差公式： cosAcosB = ?
Jun 05 2021 13:20:42,111,32,115,145,1.26,0.802,0.903,0.991,5,1,0.1979,0.0969,0.009,0.1889,0.0391,判断：级数可以直接进行乘除操作。
Jun 05 2021 13:24:30,79,37,13,1,0.08,0.775,0.889,0.99,2,0,0.7755,0.8891,0.9905,-0.215,-0.3797,简述 和差化积公式： sin(A) - sin(B) = ?
Jun 05 2021 13:24:45,101,32,115,152,1.32,0.803,0.903,0.991,5,1,0.1969,0.0974,0.009,0.188,0.0387,简述实数的阿基米德性质。
Jun 05 2021 13:25:56,63,46,165,215,1.3,0.73,0.864,0.989,5,1,0.2698,0.136,0.0106,0.2593,0.0727,简述实数上的三角不等式
Jun 05 2021 13:26:11,47,9,28,32,1.13,0.956,0.91,0.91,5,1,0.0442,0.09,0.09,-0.0458,-0.0062,全序关系在偏序关系的基础上增加了什么要求？
Jun 06 2021 11:43:47,134,23,79,176,2.22,0.855,0.93,0.992,5,1,0.1451,0.0704,0.0077,0.1374,0.021,判断：有限多个闭集的并集是一个闭集。
Jun 06 2021 11:44:09,34,50,180,145,0.81,0.712,0.854,0.989,5,1,0.2883,0.1464,0.0109,0.2774,0.083,简述一般线性方程组在什么情况下等价？
Jun 06 2021 11:44:14,13,42,145,82,0.57,0.966,0.948,0.948,5,1,0.0341,0.0519,0.0519,-0.0178,-0.0015,Theorem 确界定理  R上的非空集合有上界则必有最小上界，称为上确界。 证明： 令集合S为R上的非空集合。  B为S所有上界的集合，A为B的补集合，则（A_B）是R上的[.]，分情况讨论即可。
Jun 06 2021 11:44:45,79,1,2,7,3.64,0.992,0.907,0.813,5,1,0.0084,0.0934,0.1874,-0.179,-0.0351,简述 和差化积公式： sin(A) - sin(B) = ?
Jun 07 2021 12:42:07,61,39,140,159,1.13,0.763,0.883,0.99,5,1,0.2371,0.1166,0.0096,0.2275,0.0561,简述 正弦的两角和公式: sin(A+B) = ?
Jun 07 2021 12:42:34,54,49,176,189,1.07,0.712,0.856,0.989,5,1,0.2876,0.1438,0.0106,0.277,0.0826,简述矩阵a_ij是上三角矩阵的定义
Jun 07 2021 12:43:04,48,50,180,240,1.34,0.708,0.853,0.989,5,1,0.2919,0.1472,0.0107,0.2812,0.0851,假如 R 是R1和R2两个关系的复合，请定义 xRz
Jun 08 2021 09:41:45,124,25,90,197,2.19,0.842,0.923,0.992,5,1,0.1581,0.0765,0.0078,0.1503,0.0249,令，开球的定义是？. （r>0 \ and \ x_0 \in X）. （B_{x_0}(r)）
Jun 08 2021 09:42:02,52,8,28,8,0.29,0.967,0.916,0.916,5,1,0.0325,0.084,0.084,-0.0515,-0.006,阶梯型方程组何时是确定的？ （
Jun 08 2021 09:49:44,95,39,13,1,0.08,0.765,0.883,0.991,2,0,0.765,0.8831,0.9906,-0.2256,-0.3961,简述正弦函数的万能公式： sin a = ?
Jun 08 2021 09:49:49,68,40,150,203,1.35,0.76,0.881,0.991,5,1,0.2397,0.1191,0.0095,0.2303,0.0574,简述 正切的两角和公司 : tan(A+B) = ?
Jun 09 2021 21:22:26,156,19,60,31,0.52,0.599,0.921,0.965,5,1,0.4015,0.079,0.0355,0.366,0.1599,证明：任意一个紧集合K的无限子集S存在极限点（2）。 1.反证法，没有极限点即对任意点p，存在一个开集合V使得只有点p自己。  2.因为K是紧集合，[.]，所以推出S是有限子集，矛盾。
Jun 09 2021 21:23:12,141,25,90,137,1.53,0.843,0.923,0.992,5,1,0.1571,0.0773,0.0078,0.1493,0.0246,F是赋距空间(X_d)内的一个闭集，对于满足的数列a_n_有什么样的结论？. (\lim_{n \rightarrow \infty}{a_n} \in F)
Jun 09 2021 21:23:18,113,36,129,157,1.21,0.782,0.891,0.991,5,1,0.2177,0.1093,0.009,0.2087,0.0473,判断：相对收敛不影响级数重拍后的收敛性和收敛到的值。
Jun 09 2021 21:23:42,83,5,16,15,0.95,0.959,0.922,0.922,5,1,0.0409,0.0782,0.0782,-0.0372,-0.0044,简述 积化和差公式： cosAcosB = ?
Jun 09 2021 21:24:01,135,26,97,147,1.52,0.838,0.92,0.992,5,1,0.1621,0.0804,0.0079,0.1543,0.0262,用开集替代数列极限中的开球，简述数列极限的定义。. \lim_{n \rightarrow \infty}{a_n} = L
Jun 09 2021 21:24:11,127,26,13,1,0.08,0.838,0.92,0.992,2,0,0.8382,0.9196,0.9922,-0.154,-0.2818,赋距空间（X，d）中X自身是一个（开集/闭集）？
Jun 09 2021 21:24:16,104,36,135,134,0.99,0.784,0.88,0.991,5,1,0.2164,0.1196,0.0093,0.2071,0.0467,判断：实数上的一个柯西数列和数列收敛的定义等价。
Jun 09 2021 21:24:32,95,1,2,3,1.64,0.992,0.855,0.854,5,1,0.0084,0.1446,0.1465,-0.1381,-0.0214,简述正弦函数的万能公式： sin a = ?
Jun 09 2021 21:25:40,78,41,154,218,1.42,0.754,0.873,0.99,5,1,0.2463,0.1274,0.0095,0.2368,0.0606,简述 和差化积公式： sin(A) + sin(B) = ?
Jun 10 2021 11:44:08,148,21,72,133,1.84,0.865,0.936,0.993,5,1,0.1346,0.0644,0.0072,0.1274,0.0181,（X，d）是一个度量空间且S属于X，那么点x是S的聚集点的定义。
Jun 10 2021 11:45:04,37,53,199,247,1.24,0.695,0.844,0.99,5,1,0.305,0.1558,0.0105,0.2946,0.0929,矩形可以看成是哪两个集合的笛卡尔积？
Jun 10 2021 11:45:09,127,1,2,2,1.06,0.992,0.939,0.831,5,1,0.0085,0.0611,0.1694,-0.1609,-0.0286,赋距空间（X，d）中X自身是一个（开集/闭集）？
Jun 11 2021 13:29:02,144,27,101,193,1.91,0.828,0.918,0.992,5,1,0.1719,0.0821,0.0078,0.1641,0.0295,K是度量空间(X_d)内的一个紧集合，是K的一个开覆盖，简述覆盖的勒贝格数L的定义。 . （O_{\alpha} (\alpha \in A)）
