Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Aug 31 2021 10:57:12,18,24,83,63,0.76,0.727,0.928,0.975,5,1,0.273,0.0723,0.0255,0.2476,0.0739,用数组实现循环队列的经典做法：维护两个指针： 1.front指针指向队列中第一个元素 2.tail指针指向 [.] 。
Sep 01 2021 11:00:12,22,25,86,70,0.82,0.728,0.925,0.975,5,1,0.2722,0.0752,0.0247,0.2475,0.0735,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。  则表示队列中元素数量的表达式为 [.] 。
Sep 03 2021 11:14:02,19,27,93,61,0.66,0.719,0.919,0.975,5,1,0.2807,0.0811,0.0247,0.256,0.0782,用数组实现循环队列的经典做法：如果数组的长度为10，那么实际队列的最大长度为 [.] 。
Sep 03 2021 11:16:15,13,28,97,64,0.66,0.719,0.916,0.976,5,1,0.2806,0.084,0.0241,0.2565,0.0782,java中int类型和Integer类型的区别是？
Sep 03 2021 11:25:56,9,34,7,1,0.14,0.661,0.898,0.973,2,0,0.6613,0.8985,0.9732,-0.3119,-0.5098,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Sep 03 2021 11:26:02,8,34,117,42,0.36,0.687,0.539,0.539,5,1,0.3126,0.4606,0.4606,-0.148,-0.1144,将十进制数x转换为2进制字符串，对x不断进行除2操作，获得的余数为r1_r2_r3_._rk，则最终的转换结果为？
Sep 04 2021 11:37:37,10,34,117,30,0.26,0.695,0.603,0.603,5,1,0.3052,0.3967,0.3967,-0.0914,-0.0642,brute force算法是什么？
Sep 04 2021 11:40:21,9,1,2,2,0.84,0.989,0.899,0.899,5,1,0.0106,0.1009,0.1009,-0.0903,-0.0101,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Sep 06 2021 11:35:19,14,31,107,52,0.48,0.762,0.696,0.696,5,1,0.2385,0.3039,0.3039,-0.0654,-0.0355,java中为了将基础值类型作为泛型参数时的便利性（自动将基础类型和其对应的引用类型转换），提供了什么样的功能？
Sep 06 2021 11:36:02,9,2,5,4,0.76,0.925,0.932,0.932,5,1,0.0751,0.0681,0.0681,0.007,0.001,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Sep 07 2021 10:24:50,12,37,128,56,0.43,0.727,0.711,0.711,5,1,0.2734,0.2889,0.2889,-0.0155,-0.0087,洗牌算法：将长度为N的数组arr打乱：. for(int i=0;i<N-1;i++){.    将数组arr中第i个元素和[.]交换。. }
9月 09 2021 15:44:24,15,33,114,24,0.21,0.756,0.802,0.802,5,1,0.2443,0.1982,0.1982,0.0461,0.0204,在java的类定义public class FixedCapacityStack<Item>中. a = new Item[cap];. 需要被写成. a = (Item[]) new Object[cap];. 的原因是？
Sep 10 2021 11:47:06,9,4,13,8,0.58,0.951,0.914,0.914,5,1,0.0489,0.0865,0.0865,-0.0375,-0.0051,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Sep 18 2021 09:28:38,29,24,83,50,0.6,0.818,0.888,0.977,5,1,0.1818,0.1121,0.0233,0.1585,0.0325,简述算法复杂度符号~的定义： f(N) ~ g(N)，即 [.] 。
Sep 18 2021 09:28:42,9,8,28,19,0.69,0.96,0.909,0.909,5,1,0.0405,0.0911,0.0911,-0.0507,-0.0067,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Sep 18 2021 09:28:46,21,42,151,56,0.37,0.708,0.841,0.97,5,1,0.2925,0.1591,0.0301,0.2624,0.0846,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。 . 则判断队列是否为满的表达式为 [.] 。
9月 19 2021 09:53:38,72,1,3,26,8.56,0.992,0.998,0.996,5,1,0.0081,0.0016,0.0045,0.0036,0.0000,证明：任何基于比较的排序算法至少会进行N lgN次比较。 假设待排序数组中没有重复的值，构造一颗比较树。 则该比较树的叶子节点的数目是 [.]则比较的次数大约是 该比较树的高度。
9月 19 2021 09:54:07,44,1,3,25,8.17,0.992,0.998,0.995,5,1,0.008,0.0017,0.0045,0.0035,0.0000,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
9月 19 2021 09:54:13,73,1,3,25,8.5,0.992,0.998,0.995,5,1,0.0079,0.0016,0.0045,0.0034,0.0000,证明：任何基于比较的排序算法至少会进行N lgN次比较。  假设待排序数组中没有重复的值，构造一颗比较树。 则该比较树的叶子节点的数目是 N! 则比较的次数大约是 [.]。
9月 19 2021 09:54:42,57,20,72,80,1.11,0.855,0.939,0.987,5,1,0.145,0.061,0.0127,0.1323,0.0209,归并排序中对 [lo.hi] 的部分进行分割为两部分后分别排序，如果mid = lo + (hi - lo)/2_ 那么分割为哪两部分（尽量使得两部分一样长）？
9月 19 2021 09:55:11,68,1,3,32,10.61,0.992,0.998,0.995,5,1,0.0077,0.0017,0.0046,0.0032,0.0000,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
Sep 20 2021 05:29:42,30,26,94,89,0.95,0.819,0.922,0.986,5,1,0.1808,0.0775,0.0142,0.1666,0.0325,简述算法复杂度符号big O的定义 (用常数c，N_0定义）：f(N) = O(g(N))
Sep 20 2021 05:32:07,45,23,83,114,1.38,0.84,0.93,0.987,5,1,0.1603,0.0701,0.013,0.1473,0.0255,选择排序的时间复杂度是？ (big O)
Sep 21 2021 11:12:41,59,22,79,65,0.83,0.847,0.933,0.988,5,1,0.1526,0.0671,0.0124,0.1402,0.0231,归并排序的合并操作在什么情况下是可以被省略的。
Sep 21 2021 11:13:00,32,27,97,88,0.91,0.818,0.919,0.986,5,1,0.1824,0.0811,0.0137,0.1687,0.0331,简述算法复杂度符号big Omega的定义（利用其它算法复杂度符号）：. （Image #4: d:\supermemo\systems\algorithm\temp\PastedImage19239.jpg）
Sep 21 2021 11:13:34,20,45,12,1,0.08,0.717,0.868,0.981,2,0,0.7168,0.8676,0.9808,-0.264,-0.4482,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。. 则判断队列是否为空的表达式为 [.] 。
Sep 21 2021 11:15:46,37,26,94,29,0.31,0.826,0.781,0.781,5,1,0.1737,0.2187,0.2187,-0.045,-0.0176,union-find algorithm(并查集算法）中weighted quick union相比quick union在union方法中的区别是？
9月 24 2021 13:50:05,69,6,17,18,1.06,0.957,0.952,0.952,5,1,0.0428,0.0479,0.0479,-0.0051,-0.0005,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
9月 24 2021 13:50:25,38,29,104,51,0.49,0.811,0.788,0.788,5,1,0.1892,0.212,0.212,-0.0228,-0.0092,union-find algorithm(并查集算法）中weighted quick union中使用路径压缩，就是说？
9月 24 2021 13:50:45,27,30,108,36,0.33,0.806,0.802,0.802,5,1,0.1938,0.1978,0.1978,-0.0039,-0.0015,2-sum：给一个数组，找到其中所有和为0的序对，简述在线性时间内完成的思路。
9月 24 2021 13:51:03,53,25,11,1,0.09,0.819,0.846,0.846,2,0,0.8185,0.8464,0.8464,-0.0279,-0.0464,快速排序在每一轮排序时都要将无序的数组分为 [.] 。
9月 24 2021 13:57:16,20,3,6,5,0.86,0.972,0.72,0.737,5,1,0.0282,0.2797,0.263,-0.2349,-0.0684,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。. 则判断队列是否为空的表达式为 [.] 。
9月 24 2021 13:57:22,23,48,173,68,0.39,0.693,0.543,0.543,5,1,0.3067,0.4566,0.4566,-0.1499,-0.1144,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。  则tail指针的后一个位置的表达式为 [.] 。
9月 24 2021 13:58:35,63,25,90,31,0.34,0.832,0.751,0.751,5,1,0.1682,0.2487,0.2487,-0.0805,-0.0336,快速排序可以通过在排序比较小的数组的时候进行 [.] 来提升速度。
Sep 26 2021 21:45:24,53,2,4,6,1.46,0.982,0.782,0.86,5,1,0.0175,0.2176,0.1403,-0.1228,-0.0194,快速排序在每一轮排序时都要将无序的数组分为 [.] 。
Sep 26 2021 21:45:39,51,27,97,27,0.27,0.827,0.745,0.745,5,1,0.1734,0.2545,0.2545,-0.0812,-0.0347,归并排序（是/不是）原地排序算法。
9月 27 2021 12:36:12,62,28,101,30,0.29,0.825,0.763,0.763,5,1,0.1745,0.2375,0.2375,-0.063,-0.0259,为了防止快速排序最坏的情况发生，在排序前需要进行 [.] 。
Sep 28 2021 12:46:28,34,33,119,25,0.21,0.799,0.743,0.743,5,1,0.2014,0.2572,0.2572,-0.0557,-0.0256,扔鸡蛋问题：现在有有限个鸡蛋，求鸡蛋不会碎的最大楼层，简述解题思路。
Sep 28 2021 12:47:06,31,34,122,40,0.33,0.794,0.756,0.756,5,1,0.206,0.2436,0.2436,-0.0376,-0.0169,简述算法复杂度符号small o的定义（利用极限）： f(N) = o(g(N))
Sep 29 2021 16:00:10,25,43,155,38,0.25,0.748,0.721,0.721,5,1,0.252,0.2789,0.2789,-0.0269,-0.0143,单向链表如何在O(1)内实现末尾插入操作。
Sep 29 2021 16:00:17,20,5,14,5,0.39,0.937,0.912,0.93,5,1,0.063,0.0879,0.0695,-0.0065,-0.0009,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。. 则判断队列是否为空的表达式为 [.] 。
9月 30 2021 12:35:02,64,31,112,56,0.5,0.812,0.818,0.818,5,1,0.1881,0.1818,0.1818,0.0063,0.0023,快速排序在分割数组时比选择第一个数作为基准更好的做法是？
9月 30 2021 12:35:17,43,33,119,70,0.58,0.802,0.819,0.981,5,1,0.1982,0.1807,0.0191,0.1791,0.0389,对某数组进行希尔排序(Shell sort)_进行增量为h的排序，就是说对该数组 [.] 。
9月 30 2021 12:36:30,41,34,122,53,0.43,0.797,0.83,0.982,5,1,0.2028,0.1701,0.018,0.1848,0.0408,数组原地排序算法中所需要交换两个元素操作最少的算法是？
10月 01 2021 11:38:53,48,33,119,78,0.66,0.803,0.848,0.984,5,1,0.1968,0.1522,0.0163,0.1805,0.0385,归并排序最主要的缺点是？
Oct 02 2021 10:24:55,53,6,16,11,0.69,0.89,0.885,0.885,5,1,0.1105,0.1151,0.1151,-0.0046,-0.001,快速排序在每一轮排序时都要将无序的数组分为 [.] 。
Oct 08 2021 09:50:57,79,11,33,95,2.88,0.93,0.953,0.992,5,1,0.0702,0.0474,0.0082,0.062,0.0049,简述最大堆的定义。
Oct 08 2021 09:51:07,20,9,30,16,0.52,0.956,0.917,0.917,5,1,0.0442,0.0832,0.0832,-0.0391,-0.005,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。. 则判断队列是否为空的表达式为 [.] 。
Oct 08 2021 09:51:23,11,46,165,90,0.55,0.962,0.952,0.968,5,1,0.0379,0.0478,0.0322,0.0057,0.0004,如果a和b是正整数且a > b，那么简述计算gcd(a_b)的欧几里得算法。
Oct 08 2021 10:03:05,9,20,75,37,0.5,0.955,0.871,0.871,5,1,0.0452,0.1288,0.1288,-0.0836,-0.0146,int[] a; for (int i = 0; i < 10; i++) a[i] = i * i;
Oct 08 2021 10:04:03,42,42,157,98,0.63,0.758,0.83,0.983,5,1,0.2418,0.1701,0.0172,0.2246,0.0582,利用插入排序排序数组a (exch交换两个元素的位置，less比较两个元素的大小）: . for(int i=0;i<a.length; i++){    for (int j=i; [.] ; j--){        exch(a_j_j-1);    }}
Oct 08 2021 10:04:10,26,51,191,153,0.8,0.715,0.822,0.982,5,1,0.2846,0.1784,0.0175,0.2671,0.0807,一个环状缓冲区(ring buffer）数据结构上被实现为一个 [.] 。
Oct 08 2021 10:04:45,47,41,154,124,0.8,0.765,0.872,0.986,5,1,0.2353,0.1279,0.0137,0.2216,0.0552,归并排序的时间复杂度是？ (big O)
Oct 09 2021 10:47:28,4,84,315,178,0.57,0.965,0.919,0.954,5,1,0.0354,0.0812,0.046,-0.0107,-0.0009,假设某页面的page rank值为r，该页面上的链接数为n，那么该页面对另一个页面（假设该页面有一个到另一页面的链接）的贡献值是？
Oct 10 2021 18:29:16,46,43,161,102,0.64,0.755,0.871,0.986,5,1,0.2445,0.1292,0.0136,0.2309,0.0596,插入排序的时间复杂度是？（big O）
Oct 10 2021 18:30:16,6,47,169,117,0.69,0.973,0.956,0.956,5,1,0.0268,0.0445,0.0445,-0.0177,-0.0013,写出计算正整数lo和正整数hi (lo <= hi) 的中间值整数mid的表达式，并且不能有溢出风险。
10月 11 2021 11:05:30,36,46,172,162,0.94,0.742,0.864,0.986,5,1,0.2585,0.1356,0.0139,0.2446,0.0666,union-find algorithm(并查集算法）中quick union相比quick find在find方法中的区别是？
10月 12 2021 11:10:46,69,18,59,109,1.85,0.932,0.966,0.983,5,1,0.0678,0.0338,0.0169,0.051,0.0043,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
Oct 14 2021 11:59:59,73,25,79,40,0.5,0.534,0.888,0.924,5,1,0.4659,0.1119,0.0763,0.3896,0.2112,证明：任何基于比较的排序算法至少会进行N lgN次比较。  假设待排序数组中没有重复的值，构造一颗比较树。 则该比较树的叶子节点的数目是 N! 则比较的次数大约是 [.]。
Oct 14 2021 12:00:44,44,25,79,52,0.66,0.534,0.889,0.938,5,1,0.4659,0.1106,0.0619,0.404,0.2132,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
Oct 14 2021 12:04:42,75,25,94,114,1.22,0.85,0.923,0.99,5,1,0.1496,0.0766,0.0098,0.1398,0.0223,简述求第k小元素的Quick Select算法。
Oct 14 2021 12:04:49,49,46,172,113,0.66,0.743,0.864,0.986,5,1,0.2571,0.1356,0.0135,0.2435,0.0659,归并排序可以通过在排序比较小的数组的时候进行 [.] 来提升速度。
Oct 14 2021 12:04:53,53,12,38,20,0.53,0.951,0.898,0.898,5,1,0.0489,0.1022,0.1022,-0.0533,-0.0081,快速排序在每一轮排序时都要将无序的数组分为 [.] 。
Oct 14 2021 12:04:57,50,46,172,156,0.91,0.744,0.865,0.987,5,1,0.2564,0.1355,0.0134,0.243,0.0656,简述证明任何基于比较的排序在最坏情况下都需要lg N!次比较。
Oct 15 2021 10:06:56,10,41,147,155,1.05,0.978,0.964,0.964,5,1,0.022,0.0364,0.0364,-0.0144,-0.0008,brute force算法是什么？
Oct 15 2021 10:07:05,8,42,151,102,0.68,0.977,0.963,0.963,5,1,0.0226,0.0374,0.0374,-0.0148,-0.0009,将十进制数x转换为2进制字符串，对x不断进行除2操作，获得的余数为r1_r2_r3_._rk，则最终的转换结果为？
Oct 15 2021 10:30:58,61,14,44,95,2.16,0.914,0.957,0.993,5,1,0.086,0.0431,0.0074,0.0786,0.0073,用数组保存完全二叉堆，则根节点的下标是？
Oct 15 2021 10:31:02,99,2,6,23,3.86,0.987,0.994,0.995,5,1,0.0127,0.006,0.0051,0.0077,0.0001,2-3 search trees（2-3 搜索树）有两种节点，（1）包含1个值的节点有2个子节点 （2）包含2个值的节点有[.]个子节点
Oct 15 2021 10:33:42,72,26,82,53,0.64,0.521,0.884,0.943,5,1,0.4791,0.1158,0.0567,0.4224,0.2263,证明：任何基于比较的排序算法至少会进行N lgN次比较。 假设待排序数组中没有重复的值，构造一颗比较树。 则该比较树的叶子节点的数目是 [.]则比较的次数大约是 该比较树的高度。
Oct 15 2021 10:34:44,52,46,172,115,0.67,0.745,0.863,0.987,5,1,0.2546,0.1366,0.013,0.2416,0.0646,快速排序的时间复杂度是？（big O）
Oct 16 2021 17:05:35,119,1,3,27,8.96,0.994,0.996,0.995,5,1,0.0063,0.004,0.0049,0.0014,0.0000,VSAM通常作为大型索引顺序文件的标准组织，其动态索引结构采用的是 [.]。
Oct 16 2021 17:06:04,98,3,9,68,7.52,0.981,0.99,0.995,5,1,0.0189,0.01,0.0053,0.0136,0.0003,2-3 search trees（2-3 搜索树）有两种节点，（1）包含1个值的节点有2个子节点 （2）包含[.]个值的节点有3个子节点
10月 17 2021 11:46:52,87,16,53,127,2.4,0.904,0.951,0.992,5,1,0.0964,0.0492,0.0076,0.0889,0.0092,简述最大堆的swim操作。
10月 17 2021 11:47:03,65,17,56,82,1.46,0.898,0.949,0.992,5,1,0.1019,0.0513,0.0076,0.0943,0.0103,用数组保存完全二叉堆，如果父节点的下标是k_那么两个子节点的下标分别是？
10月 17 2021 11:47:25,33,53,199,196,0.98,0.716,0.847,0.987,5,1,0.2841,0.1531,0.0133,0.2708,0.0806,简述算法复杂度符号big Theta的定义（利用其它算法复杂度符号）：. （Image #6: d:\supermemo\systems\algorithm\temp\PastedImage11552.jpg）
Oct 18 2021 12:16:57,89,17,56,125,2.23,0.899,0.948,0.992,5,1,0.1014,0.0523,0.0076,0.0938,0.0102,简述heapsort中的sink-based heap construction: 利用sink(k)操作定义heapify操作： heapify(k)将以下标k为根节点的sub-heap变为ordered sub-heap。
Oct 19 2021 11:16:33,15,40,144,226,1.57,0.978,0.967,0.983,5,1,0.0222,0.0334,0.0167,0.0055,0.0002,在java的类定义public class FixedCapacityStack<Item>中. a = new Item[cap];. 需要被写成. a = (Item[]) new Object[cap];. 的原因是？
Oct 20 2021 09:58:22,76,31,116,137,1.18,0.823,0.906,0.99,5,1,0.1768,0.0938,0.0098,0.167,0.0312,二分插入排序的算法复杂度是O(N lgN)，但其存在的致命性的缺点是？
Oct 21 2021 10:35:41,70,32,120,115,0.96,0.818,0.904,0.99,5,1,0.1816,0.0964,0.0099,0.1717,0.0329,medians of medians算法需要每次将数组分为 [.] 份。
Oct 21 2021 10:36:31,77,32,120,190,1.59,0.819,0.904,0.99,5,1,0.1813,0.0965,0.0098,0.1715,0.0328,medians of medians算法在quick select算法中的用途是？
Oct 21 2021 10:38:36,58,52,195,185,0.95,0.723,0.848,0.987,5,1,0.277,0.1522,0.0126,0.2644,0.0766,进行双路的Bottom-up merge sort，则每次进行的合并操作的两个子数组的长度是？（从第一次循环开始列出.)
Oct 21 2021 10:38:48,35,56,210,175,0.84,0.706,0.837,0.987,5,1,0.2943,0.163,0.0131,0.2812,0.0864,union-find algorithm(并查集算法）最常见的用途是？
Oct 21 2021 10:42:46,74,33,14,1,0.07,0.815,0.901,0.99,2,0,0.8147,0.9013,0.9903,-0.1756,-0.317,香农熵（Shannon Entropy）的定义：一串信息中有n个不同的值，第i个值出现的概率为p_i_则该串信息的香农熵 H = [.] 。
Oct 21 2021 10:43:22,68,32,101,49,0.49,0.448,0.861,0.94,5,1,0.5519,0.139,0.0602,0.4917,0.301,三路快速排序划分 (3-way quick partition By Dijkstra_s Solution):  现在将数组 [lo.hi] 划分为三部分：小于v的部分，等于v的部分，大于v的部分   划分过程中用到辅助变量lt，gt，i ： 1.已经确认小于v的部分：[lo.lt-1] 2.已经确认大于v的部分：[gt+1.hi] 3 .
Oct 22 2021 11:30:20,81,21,72,156,2.16,0.878,0.936,0.992,5,1,0.1221,0.0645,0.008,0.1141,0.0148,最大堆的插入复杂度和删除最大元素的复杂度分别是？
Oct 22 2021 11:31:03,74,1,2,3,1.42,0.992,0.897,0.942,5,1,0.0075,0.1032,0.0579,-0.0503,-0.0033,香农熵（Shannon Entropy）的定义：一串信息中有n个不同的值，第i个值出现的概率为p_i_则该串信息的香农熵 H = [.] 。
10月 23 2021 11:04:46,84,22,76,167,2.2,0.873,0.933,0.992,5,1,0.1268,0.0673,0.0081,0.1187,0.016,用数组保存完全三叉堆，如果某个子节点的下标是k，那么父节点的下标是？
10月 23 2021 11:04:58,82,22,76,129,1.7,0.873,0.933,0.992,5,1,0.1266,0.0674,0.0081,0.1185,0.016,简述如何向最大堆中添加一个元素。
10月 23 2021 11:05:45,56,54,202,178,0.88,0.718,0.842,0.988,5,1,0.2823,0.1577,0.0124,0.2699,0.0795,简述插入排序中将某元素往前插入到适当位置的方式。 （利用交换两元素的位置的操作）
10月 23 2021 11:30:59,37,32,120,172,1.43,0.979,0.974,0.986,5,1,0.0214,0.0264,0.0138,0.0076,0.0003,union-find algorithm(并查集算法）中weighted quick union相比quick union在union方法中的区别是？
10月 24 2021 13:34:19,126,1,3,24,8.09,0.994,0.997,0.995,5,1,0.0061,0.0028,0.0049,0.0012,0.0000,红黑树是一种变形的2-3 tree，它是如何编码3-node的？
10月 24 2021 13:34:40,20,16,58,29,0.51,0.966,0.898,0.919,5,1,0.0341,0.1022,0.0812,-0.0471,-0.0054,用数组实现循环队列的经典做法：front指针指向队列第一个元素，tail指针指向队列最后一个元素的后一个位置，length代表数组的长度。. 则判断队列是否为空的表达式为 [.] 。
10月 25 2021 10:51:15,74,3,8,7,0.88,0.89,0.899,0.899,5,1,0.1105,0.1013,0.1013,0.0092,0.002,香农熵（Shannon Entropy）的定义：一串信息中有n个不同的值，第i个值出现的概率为p_i_则该串信息的香农熵 H = [.] 。
10月 25 2021 10:59:34,63,31,116,144,1.24,0.978,0.974,0.986,5,1,0.0215,0.0258,0.0136,0.008,0.0003,快速排序可以通过在排序比较小的数组的时候进行 [.] 来提升速度。
Oct 27 2021 09:28:24,83,26,97,171,1.76,0.853,0.921,0.992,5,1,0.1471,0.0789,0.0085,0.1387,0.0216,用数组保存完全三叉堆，如果父节点的下标是k，那么三个子节点的下标分别是？
10月 28 2021 11:42:02,14,52,187,228,1.22,0.969,0.96,0.982,5,1,0.0305,0.0405,0.0181,0.0125,0.0006,java中为了将基础值类型作为泛型参数时的便利性（自动将基础类型和其对应的引用类型转换），提供了什么样的功能？
10月 28 2021 11:42:36,3,76,285,246,0.86,0.972,0.945,0.977,5,1,0.0285,0.0547,0.0233,0.0052,0.0003,page rank算法中，如果用N表示node的数量，d代表用户从某页面继续点击链接的概率系数（如0.85)_S代表所有链接到该页面的页面的page rank值/该页面所有的链接数的和，那么该页面page rank的更新值是？
